id,AssetClass,Quantity,RatingLevel,HRCategories,BudgetCategories
Group BRESTL61LILLE_1_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL61LILLE_2_33_Pylones_Beton,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL61LILLE_2_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL61LILLE_2_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL61LILLE_3_34_Pylones_Beton,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL61LILLE_3_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL61LILLE_3_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL61LILLE_4_35_Pylones_Beton,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL61LILLE_4_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL61LILLE_4_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL61LILLE_5_36_Pylones_Beton,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL61LILLE_5_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL61LILLE_5_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL61LILLE_6_37_Pylones_Beton,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL61LILLE_6_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL61LILLE_6_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL61LILLE_7_38_Pylones_Beton,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL61LILLE_7_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL61LILLE_7_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL61LILLE_8_39_Pylones_Beton,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL61LILLE_8_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL61LILLE_8_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL61LILLE_9_40_Pylones_Beton,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL61LILLE_9_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL61LILLE_9_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL61PARIS_10_42_Pylones_Bois,Pylônes,1,HTB2,"""[""ANJOU"",""Pylônes""]""",
Group BRESTL61PARIS_10_Lignes_Aeriennes_AluminiumAcier,Lignes Aériennes,3,HTB2,"""[""ANJOU"",""Lignes Aériennes""]""",
Group BRESTL61PARIS_10_Lignes_Souterraines_PapierImpregne,Lignes Souterraines,3,HTB2,"""[""ANJOU"",""Lignes Souterraines""]""",
Group BRESTL61PARIS_1_41_Pylones_Bois,Pylônes,1,HTB2,"""[""ANJOU"",""Pylônes""]""",
Group BRESTL61PARIS_1_Lignes_Aeriennes_AluminiumAcier,Lignes Aériennes,3,HTB2,"""[""ANJOU"",""Lignes Aériennes""]""",
Group BRESTL61PARIS_1_Lignes_Souterraines_PapierImpregne,Lignes Souterraines,3,HTB2,"""[""ANJOU"",""Lignes Souterraines""]""",
Group BRESTL61PARIS_2_43_Pylones_Bois,Pylônes,1,HTB2,"""[""ANJOU"",""Pylônes""]""",
Group BRESTL61PARIS_2_Lignes_Aeriennes_AluminiumAcier,Lignes Aériennes,3,HTB2,"""[""ANJOU"",""Lignes Aériennes""]""",
Group BRESTL61PARIS_2_Lignes_Souterraines_PapierImpregne,Lignes Souterraines,3,HTB2,"""[""ANJOU"",""Lignes Souterraines""]""",
Group BRESTL61PARIS_3_44_Pylones_Bois,Pylônes,1,HTB2,"""[""ANJOU"",""Pylônes""]""",
Group BRESTL61PARIS_3_Lignes_Aeriennes_AluminiumAcier,Lignes Aériennes,3,HTB2,"""[""ANJOU"",""Lignes Aériennes""]""",
Group BRESTL61PARIS_3_Lignes_Souterraines_PapierImpregne,Lignes Souterraines,3,HTB2,"""[""ANJOU"",""Lignes Souterraines""]""",
Group BRESTL61PARIS_4_45_Pylones_Bois,Pylônes,1,HTB2,"""[""ANJOU"",""Pylônes""]""",
Group BRESTL61PARIS_4_Lignes_Aeriennes_AluminiumAcier,Lignes Aériennes,3,HTB2,"""[""ANJOU"",""Lignes Aériennes""]""",
Group BRESTL61PARIS_4_Lignes_Souterraines_PapierImpregne,Lignes Souterraines,3,HTB2,"""[""ANJOU"",""Lignes Souterraines""]""",
Group BRESTL61PARIS_5_46_Pylones_Bois,Pylônes,1,HTB2,"""[""ANJOU"",""Pylônes""]""",
Group BRESTL61PARIS_5_Lignes_Aeriennes_AluminiumAcier,Lignes Aériennes,3,HTB2,"""[""ANJOU"",""Lignes Aériennes""]""",
Group BRESTL61PARIS_5_Lignes_Souterraines_PapierImpregne,Lignes Souterraines,3,HTB2,"""[""ANJOU"",""Lignes Souterraines""]""",
Group BRESTL61PARIS_6_47_Pylones_Bois,Pylônes,1,HTB2,"""[""ANJOU"",""Pylônes""]""",
Group BRESTL61PARIS_6_Lignes_Aeriennes_AluminiumAcier,Lignes Aériennes,3,HTB2,"""[""ANJOU"",""Lignes Aériennes""]""",
Group BRESTL61PARIS_6_Lignes_Souterraines_PapierImpregne,Lignes Souterraines,3,HTB2,"""[""ANJOU"",""Lignes Souterraines""]""",
Group BRESTL61PARIS_7_48_Pylones_Bois,Pylônes,1,HTB2,"""[""ANJOU"",""Pylônes""]""",
Group BRESTL61PARIS_7_Lignes_Aeriennes_AluminiumAcier,Lignes Aériennes,3,HTB2,"""[""ANJOU"",""Lignes Aériennes""]""",
Group BRESTL61PARIS_7_Lignes_Souterraines_PapierImpregne,Lignes Souterraines,3,HTB2,"""[""ANJOU"",""Lignes Souterraines""]""",
Group BRESTL61PARIS_8_49_Pylones_Bois,Pylônes,1,HTB2,"""[""ANJOU"",""Pylônes""]""",
Group BRESTL61PARIS_8_Lignes_Aeriennes_AluminiumAcier,Lignes Aériennes,3,HTB2,"""[""ANJOU"",""Lignes Aériennes""]""",
Group BRESTL61PARIS_8_Lignes_Souterraines_PapierImpregne,Lignes Souterraines,3,HTB2,"""[""ANJOU"",""Lignes Souterraines""]""",
Group BRESTL61PARIS_9_50_Pylones_Bois,Pylônes,1,HTB2,"""[""ANJOU"",""Pylônes""]""",
Group BRESTL61PARIS_9_Lignes_Aeriennes_AluminiumAcier,Lignes Aériennes,3,HTB2,"""[""ANJOU"",""Lignes Aériennes""]""",
Group BRESTL61PARIS_9_Lignes_Souterraines_PapierImpregne,Lignes Souterraines,3,HTB2,"""[""ANJOU"",""Lignes Souterraines""]""",
Group BRESTL62LILLE_10_52_Pylones_Beton,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL62LILLE_10_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL62LILLE_10_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL62LILLE_1_51_Pylones_Beton,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL62LILLE_1_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL62LILLE_1_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL62LILLE_2_53_Pylones_Beton,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL62LILLE_2_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL62LILLE_2_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL62LILLE_3_54_Pylones_Beton,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL62LILLE_3_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL62LILLE_3_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL62LILLE_4_55_Pylones_Beton,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL62LILLE_4_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL62LILLE_4_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL62LILLE_5_56_Pylones_Beton,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL62LILLE_5_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL62LILLE_5_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL62LILLE_6_57_Pylones_Beton,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL62LILLE_6_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL62LILLE_6_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL62LILLE_7_58_Pylones_Beton,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL62LILLE_7_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL62LILLE_7_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL62LILLE_8_59_Pylones_Beton,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL62LILLE_8_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL62LILLE_8_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL62LILLE_9_60_Pylones_Beton,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL62LILLE_9_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL62LILLE_9_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL71LILLE_10_62_Pylones_Acier,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL71LILLE_10_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL71LILLE_10_Lignes_Souterraines_Synthetique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL71LILLE_1_61_Pylones_Acier,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL71LILLE_1_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL71LILLE_1_Lignes_Souterraines_Synthetique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL71LILLE_2_63_Pylones_Acier,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL71LILLE_2_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL71LILLE_2_Lignes_Souterraines_Synthetique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL71LILLE_3_64_Pylones_Acier,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL71LILLE_3_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL71LILLE_3_Lignes_Souterraines_Synthetique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL71LILLE_4_65_Pylones_Acier,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL71LILLE_4_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL71LILLE_4_Lignes_Souterraines_Synthetique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL71LILLE_5_66_Pylones_Acier,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL71LILLE_5_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL71LILLE_5_Lignes_Souterraines_Synthetique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL71LILLE_6_67_Pylones_Acier,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL71LILLE_6_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL71LILLE_6_Lignes_Souterraines_Synthetique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL71LILLE_7_68_Pylones_Acier,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL71LILLE_7_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL71LILLE_7_Lignes_Souterraines_Synthetique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL71LILLE_8_69_Pylones_Acier,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL71LILLE_8_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL71LILLE_8_Lignes_Souterraines_Synthetique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL71LILLE_9_70_Pylones_Acier,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL71LILLE_9_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL71LILLE_9_Lignes_Souterraines_Synthetique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL71PARIS_10_72_Pylones_Acier,Pylônes,1,HTB3,"""[""ANJOU"",""Pylônes""]""",
Group BRESTL71PARIS_10_Lignes_Aeriennes_AluminiumAcier,Lignes Aériennes,3,HTB3,"""[""ANJOU"",""Lignes Aériennes""]""",
Group BRESTL71PARIS_10_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""ANJOU"",""Lignes Souterraines""]""",
Group BRESTL71PARIS_1_71_Pylones_Acier,Pylônes,1,HTB3,"""[""ANJOU"",""Pylônes""]""",
Group BRESTL71PARIS_1_Lignes_Aeriennes_AluminiumAcier,Lignes Aériennes,3,HTB3,"""[""ANJOU"",""Lignes Aériennes""]""",
Group BRESTL71PARIS_1_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""ANJOU"",""Lignes Souterraines""]""",
Group BRESTL71PARIS_2_73_Pylones_Acier,Pylônes,1,HTB3,"""[""ANJOU"",""Pylônes""]""",
Group BRESTL71PARIS_2_Lignes_Aeriennes_AluminiumAcier,Lignes Aériennes,3,HTB3,"""[""ANJOU"",""Lignes Aériennes""]""",
Group BRESTL71PARIS_2_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""ANJOU"",""Lignes Souterraines""]""",
Group BRESTL71PARIS_3_74_Pylones_Acier,Pylônes,1,HTB3,"""[""ANJOU"",""Pylônes""]""",
Group BRESTL71PARIS_3_Lignes_Aeriennes_AluminiumAcier,Lignes Aériennes,3,HTB3,"""[""ANJOU"",""Lignes Aériennes""]""",
Group BRESTL71PARIS_3_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""ANJOU"",""Lignes Souterraines""]""",
Group BRESTL71PARIS_4_75_Pylones_Acier,Pylônes,1,HTB3,"""[""ANJOU"",""Pylônes""]""",
Group BRESTL71PARIS_4_Lignes_Aeriennes_AluminiumAcier,Lignes Aériennes,3,HTB3,"""[""ANJOU"",""Lignes Aériennes""]""",
Group BRESTL71PARIS_4_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""ANJOU"",""Lignes Souterraines""]""",
Group BRESTL71PARIS_5_76_Pylones_Acier,Pylônes,1,HTB3,"""[""ANJOU"",""Pylônes""]""",
Group BRESTL71PARIS_5_Lignes_Aeriennes_AluminiumAcier,Lignes Aériennes,3,HTB3,"""[""ANJOU"",""Lignes Aériennes""]""",
Group BRESTL71PARIS_5_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""ANJOU"",""Lignes Souterraines""]""",
Group BRESTL71PARIS_6_77_Pylones_Acier,Pylônes,1,HTB3,"""[""ANJOU"",""Pylônes""]""",
Group BRESTL71PARIS_6_Lignes_Aeriennes_AluminiumAcier,Lignes Aériennes,3,HTB3,"""[""ANJOU"",""Lignes Aériennes""]""",
Group BRESTL71PARIS_6_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""ANJOU"",""Lignes Souterraines""]""",
Group BRESTL71PARIS_7_78_Pylones_Acier,Pylônes,1,HTB3,"""[""ANJOU"",""Pylônes""]""",
Group BRESTL71PARIS_7_Lignes_Aeriennes_AluminiumAcier,Lignes Aériennes,3,HTB3,"""[""ANJOU"",""Lignes Aériennes""]""",
Group BRESTL71PARIS_7_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""ANJOU"",""Lignes Souterraines""]""",
Group BRESTL71PARIS_8_79_Pylones_Acier,Pylônes,1,HTB3,"""[""ANJOU"",""Pylônes""]""",
Group BRESTL71PARIS_8_Lignes_Aeriennes_AluminiumAcier,Lignes Aériennes,3,HTB3,"""[""ANJOU"",""Lignes Aériennes""]""",
Group BRESTL71PARIS_8_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""ANJOU"",""Lignes Souterraines""]""",
Group BRESTL71PARIS_9_80_Pylones_Acier,Pylônes,1,HTB3,"""[""ANJOU"",""Pylônes""]""",
Group BRESTL71PARIS_9_Lignes_Aeriennes_AluminiumAcier,Lignes Aériennes,3,HTB3,"""[""ANJOU"",""Lignes Aériennes""]""",
Group BRESTL71PARIS_9_Lignes_Souterraines_Oleostatique,Lignes Souterraines,3,HTB3,"""[""ANJOU"",""Lignes Souterraines""]""",
Group BRESTL72LILLE_10_82_Pylones_Acier,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL72LILLE_10_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL72LILLE_10_Lignes_Souterraines_Synthetique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL72LILLE_1_81_Pylones_Acier,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL72LILLE_1_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL72LILLE_1_Lignes_Souterraines_Synthetique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL72LILLE_2_83_Pylones_Acier,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL72LILLE_2_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL72LILLE_2_Lignes_Souterraines_Synthetique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL72LILLE_3_84_Pylones_Acier,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL72LILLE_3_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL72LILLE_3_Lignes_Souterraines_Synthetique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL72LILLE_4_85_Pylones_Acier,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL72LILLE_4_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL72LILLE_4_Lignes_Souterraines_Synthetique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL72LILLE_5_86_Pylones_Acier,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL72LILLE_5_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL72LILLE_5_Lignes_Souterraines_Synthetique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL72LILLE_6_87_Pylones_Acier,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL72LILLE_6_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL72LILLE_6_Lignes_Souterraines_Synthetique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL72LILLE_7_88_Pylones_Acier,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL72LILLE_7_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL72LILLE_7_Lignes_Souterraines_Synthetique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL72LILLE_8_89_Pylones_Acier,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL72LILLE_8_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL72LILLE_8_Lignes_Souterraines_Synthetique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group BRESTL72LILLE_9_90_Pylones_Acier,Pylônes,1,HTB3,"""[""BRETAGNE"",""Pylônes""]""",
Group BRESTL72LILLE_9_Lignes_Aeriennes_Homogene,Lignes Aériennes,3,HTB3,"""[""BRETAGNE"",""Lignes Aériennes""]""",
Group BRESTL72LILLE_9_Lignes_Souterraines_Synthetique,Lignes Souterraines,3,HTB3,"""[""BRETAGNE"",""Lignes Souterraines""]""",
Group LILLE_P31_BC31_HT_A04_Diff_rentielle_de_barres_Controles_Commande_Local_PDB_Analogique,Contrôles Commande Local,1,HTB1,"""[""POITOU CHARENTES"",""Contrôles Commande Local""]""",
Group LILLE_P31_BC31_HT_CM_EJOF_72_ME43_Transformateurs_de_Mesure_TDM_40,Transformateurs de Mesure,1,HTB1,"""[""POITOU CHARENTES"",""Transformateurs de Mesure""]""",
Group LILLE_P31_BC31_HT_DJ_OP63_Disjoncteurs_DJ_50,Disjoncteurs,1,HTB1,"""[""POITOU CHARENTES"",""Disjoncteurs""]""",
Group LILLE_P31_BC31_HT_S_SR_16200_Rep_A1_Sectionneurs_SA_60,Sectionneurs,1,HTB1,"""[""POITOU CHARENTES"",""Sectionneurs""]""",
Group LILLE_P31_BO31_HT_SansType_Controles_Commande_Local_FondPoste_Analogique,Contrôles Commande Local,1,HTB1,"""[""POITOU CHARENTES"",""Contrôles Commande Local""]""",
Group LILLE_P31_L31BREST_HT_Daphnee_Controles_Commande_Local_Tranche_Analogique,Contrôles Commande Local,1,HTB1,"""[""POITOU CHARENTES"",""Contrôles Commande Local""]""",
Group LILLE_P31_L31BREST_HT_DJ_FXT_72_Disjoncteurs_DJ_35,Disjoncteurs,1,HTB1,"""[""BRETAGNE"",""Disjoncteurs""]""",
Group LILLE_P31_L31BREST_HT_S_5930_Rep_A1_Sectionneurs_SA_40,Sectionneurs,1,HTB1,"""[""POITOU CHARENTES"",""Sectionneurs""]""",
Group LILLE_P31_L31BREST_HT_TC_GIF72_5_58_J_2_1_Transformateurs_de_Mesure_TDM<=30,Transformateurs de Mesure,1,HTB1,"""[""POITOU CHARENTES"",""Transformateurs de Mesure""]""",
Group LILLE_P31_L31NANCY_HT_Daphnee_Controles_Commande_Local_Tranche_Analogique,Contrôles Commande Local,1,HTB1,"""[""POITOU CHARENTES"",""Contrôles Commande Local""]""",
Group LILLE_P31_L31NANCY_HT_DJ_OP63_Disjoncteurs_DJ_50,Disjoncteurs,1,HTB1,"""[""POITOU CHARENTES"",""Disjoncteurs""]""",
Group LILLE_P31_L31NANCY_HT_S_5361_Rep_LT_Sectionneurs_SA_50,Sectionneurs,1,HTB1,"""[""POITOU CHARENTES"",""Sectionneurs""]""",
Group LILLE_P31_L31NANCY_HT_TCT_CPTF_245_4_Transformateurs_de_Mesure_TDM_35,Transformateurs de Mesure,1,HTB1,"""[""POITOU CHARENTES"",""Transformateurs de Mesure""]""",
