src,dest
ImposedAction 2020-05-09 Group BREST_P31_L32LILLE_HT_DJ_FXT_72_Disjoncteurs_DJ_35 Repairs Maintenance Disjoncteurs,Repairs Maintenance Disjoncteurs
ImposedAction 2020-05-23 Group NANCYL71ROUEN_1_141_Pylones_Acier Replacement Renewal Pylônes,Replacement Renewal Pylônes
ImposedAction 2020-06-06 Group PARISL61ROUEN_8_169_Pylones_Bois Repairs Maintenance Pylônes,Repairs Maintenance Pylônes
ImposedAction 2020-06-20 Group BRESTL62LILLE_4_55_Pylones_Beton Repairs Repairs Pylônes,Repairs Repairs Pylônes
ImposedAction 2020-06-27 Group ROUEN_P31_L31NANCY_HT_DJ_HPGE_9_12E_Disjoncteurs_DJ_40 Repairs Maintenance Disjoncteurs,Repairs Maintenance Disjoncteurs
ImposedAction 2020-08-01 Group NANCY_P61_Y761_HT_DJ_FXT_72_Disjoncteurs_DJ_35 Replacement Replacement Disjoncteurs,Replacement Replacement Disjoncteurs
ImposedAction 2020-08-22 Group BREST_P32_L31LILLE_HT_TC_GIF72_5_58_J_2_1_Transformateurs_de_Mesure_TDM<=30 Repairs Maintenance Transformateurs de Mesure,Repairs Maintenance Transformateurs de Mesure
ImposedAction 2020-09-26 Group BREST_P32_BC31_HT_S_SR_16200_Rep_A1_Sectionneurs_SA_60 Replacement Replacement Sectionneurs,Replacement Replacement Sectionneurs
ImposedAction 2020-09-26 Group BRESTL31LILLE_1_Lignes_Aeriennes_Homogene Repairs Repairs Lignes Aériennes,Repairs Repairs Lignes Aériennes
ImposedAction 2020-10-17 Group NANCYL61ROUEN_4_Lignes_Souterraines_Synthetique Replacement Replacement Lignes Souterraines,Replacement Replacement Lignes Souterraines
ImposedAction 2020-11-14 Group NANCY_P72_L71ROUEN_HT_S_5361_Rep_LT_Sectionneurs_SA_50 Repairs Maintenance Sectionneurs,Repairs Maintenance Sectionneurs
ImposedAction 2020-11-28 Group NANCYL61ROUEN_3_Lignes_Souterraines_Synthetique Replacement Renewal Lignes Souterraines,Replacement Renewal Lignes Souterraines
ImposedAction 2020-12-12 Group BRESTL61PARIS_1_41_Pylones_Bois Replacement Replacement Pylônes,Replacement Replacement Pylônes
ImposedAction 2020-12-12 Group NANCY_P72_BC71_HT_A04_Diff_rentielle_de_barres_Controles_Commande_Local_PDB_Analogique Replacement Renewal Contrôles Commande Local,Replacement Renewal Contrôles Commande Local
ImposedAction 2020-12-26 Group NANCY_P61_L61LILLE_HT_TCT_CPTF_245_4_Transformateurs_de_Mesure_TDM_35 Repairs Maintenance Transformateurs de Mesure,Repairs Maintenance Transformateurs de Mesure
ImposedAction 2021-01-11 Group BRESTL31LILLE_7_8_Pylones_Bois Repairs Repairs Pylônes,Repairs Repairs Pylônes
ImposedAction 2021-01-18 Group BRESTL31LILLE_10_Lignes_Souterraines_HuileFluide Replacement Renewal Lignes Souterraines,Replacement Renewal Lignes Souterraines
ImposedAction 2021-02-15 Group LILLEL71NANCY_7_Lignes_Souterraines_HuileFluide Repairs Maintenance Lignes Souterraines,Repairs Maintenance Lignes Souterraines
ImposedAction 2021-03-22 Group LILLEL31NANCY_7_Lignes_Souterraines_Synthetique Replacement Replacement Lignes Souterraines,Replacement Replacement Lignes Souterraines
ImposedAction 2021-04-26 Group BRESTL61PARIS_4_45_Pylones_Bois Replacement Replacement Pylônes,Replacement Replacement Pylônes
ImposedAction 2021-05-17 Group BRESTL62LILLE_9_Lignes_Souterraines_Oleostatique Repairs Maintenance Lignes Souterraines,Repairs Maintenance Lignes Souterraines
ImposedAction 2021-05-24 Group PARISL31ROUEN_3_Lignes_Aeriennes_AluminiumAcier Replacement Replacement Lignes Aériennes,Replacement Replacement Lignes Aériennes
ImposedAction 2021-07-12 Group NANCY_P32_L31ROUEN_HT_S_5361_Rep_LT_Sectionneurs_SA_50 Replacement Replacement Sectionneurs,Replacement Replacement Sectionneurs
ImposedAction 2021-07-19 Group BREST_P71_L71LILLE_HT_Electre_Controles_Commande_Local_Tranche_Analogique Replacement Renewal Contrôles Commande Local,Replacement Renewal Contrôles Commande Local
ImposedAction 2021-07-26 Group BRESTL72LILLE_6_Lignes_Aeriennes_Homogene Repairs Repairs Lignes Aériennes,Repairs Repairs Lignes Aériennes
ImposedAction 2021-07-26 Group LILLEL61NANCY_7_108_Pylones_Acier Replacement Replacement Pylônes,Replacement Replacement Pylônes
ImposedAction 2021-09-06 Group BREST_P61_L62LILLE_HT_Daphnee_Controles_Commande_Local_Tranche_Analogique Repairs Repairs Contrôles Commande Local,Repairs Repairs Contrôles Commande Local
ImposedAction 2021-10-04 Group ROUEN_P31_Y631_HT_Electre_Controles_Commande_Local_Tranche_Analogique Replacement Replacement Contrôles Commande Local,Replacement Replacement Contrôles Commande Local
ImposedAction 2021-10-25 Group LILLE_P62_Y761_HT_TT_UCT_72_60_Transformateurs_de_Mesure_TDM_45 Replacement Replacement Transformateurs de Mesure,Replacement Replacement Transformateurs de Mesure
ImposedAction 2022-02-01 Group PARISL31ROUEN_2_Lignes_Aeriennes_AluminiumAcier Repairs Maintenance Lignes Aériennes,Repairs Maintenance Lignes Aériennes
ImposedAction 2022-02-22 Group LILLE_P31_BC31_HT_S_SR_16200_Rep_A1_Sectionneurs_SA_60 Repairs Maintenance Sectionneurs,Repairs Maintenance Sectionneurs
ImposedAction 2022-03-15 Group BRESTL71LILLE_4_Lignes_Souterraines_Synthetique Repairs Maintenance Lignes Souterraines,Repairs Maintenance Lignes Souterraines
ImposedAction 2022-03-22 Group LILLEL31NANCY_3_94_Pylones_Acier Replacement Replacement Pylônes,Replacement Replacement Pylônes
ImposedAction 2022-04-12 Group PARISL61ROUEN_4_Lignes_Aeriennes_AluminiumAcier Replacement Replacement Lignes Aériennes,Replacement Replacement Lignes Aériennes
ImposedAction 2022-04-26 Group NANCY_P61_Y631_HT_S_SPE_72_2_Rep_LT_Sectionneurs_SA_45 Repairs Repairs Sectionneurs,Repairs Repairs Sectionneurs
ImposedAction 2022-04-26 Group PARIS_P62_BC61_HT_CM_EJOF_72_ME43_Transformateurs_de_Mesure_TDM_40 Replacement Renewal Transformateurs de Mesure,Replacement Renewal Transformateurs de Mesure
ImposedAction 2022-05-03 Group BRESTL61PARIS_6_47_Pylones_Bois Replacement Replacement Pylônes,Replacement Replacement Pylônes
ImposedAction 2022-05-03 Group NANCY_P71_Y761_HT_Electre_Controles_Commande_Local_Tranche_Analogique Replacement Renewal Contrôles Commande Local,Replacement Renewal Contrôles Commande Local
ImposedAction 2022-05-17 Group PARIS_P62_L61ROUEN_HT_S_SPE_72_2_Rep_LT_Sectionneurs_SA_45 Replacement Renewal Sectionneurs,Replacement Renewal Sectionneurs
ImposedAction 2022-06-07 Group LILLEL31NANCY_1_Lignes_Aeriennes_AlmelecAcier Replacement Replacement Lignes Aériennes,Replacement Replacement Lignes Aériennes
ImposedAction 2022-06-21 Group PARIS_P72_Y761_HT_TT_VTS72_33_70P1_Transformateurs_de_Mesure_TDM_50 Replacement Replacement Transformateurs de Mesure,Replacement Replacement Transformateurs de Mesure
ImposedAction 2022-06-28 Group LILLEL61NANCY_4_Lignes_Aeriennes_AlmelecAcier Repairs Repairs Lignes Aériennes,Repairs Repairs Lignes Aériennes
ImposedAction 2022-07-19 Group LILLEL71NANCY_4_Lignes_Aeriennes_AlmelecAcier Replacement Replacement Lignes Aériennes,Replacement Replacement Lignes Aériennes
ImposedAction 2022-09-20 Group LILLE_P72_L71NANCY_HT_TCT_CPTF_245_4_Transformateurs_de_Mesure_TDM_35 Repairs Maintenance Transformateurs de Mesure,Repairs Maintenance Transformateurs de Mesure
ImposedAction 2022-11-15 Group LILLE_P61_L61BREST_HT_S_5930_Rep_A1_Sectionneurs_SA_40 Repairs Repairs Sectionneurs,Repairs Repairs Sectionneurs
ImposedAction 2022-11-22 Group BRESTL72LILLE_5_86_Pylones_Acier Repairs Maintenance Pylônes,Repairs Maintenance Pylônes
ImposedAction 2022-12-20 Group LILLE_P32_L31NANCY_HT_Electre_Controles_Commande_Local_Tranche_Analogique Replacement Replacement Contrôles Commande Local,Replacement Replacement Contrôles Commande Local
ImposedAction 2022-12-27 Group LILLEL61NANCY_9_110_Pylones_Acier Repairs Maintenance Pylônes,Repairs Maintenance Pylônes
ImposedAction 2023-01-04 Group BRESTL61PARIS_4_Lignes_Souterraines_PapierImpregne Repairs Maintenance Lignes Souterraines,Repairs Maintenance Lignes Souterraines
ImposedAction 2023-01-04 Group NANCYL71ROUEN_7_Lignes_Souterraines_Synthetique Replacement Renewal Lignes Souterraines,Replacement Renewal Lignes Souterraines
ImposedAction 2023-03-01 Group BRESTL31LILLE_3_Lignes_Aeriennes_Homogene Replacement Renewal Lignes Aériennes,Replacement Renewal Lignes Aériennes
ImposedAction 2023-03-08 Group PARISL31ROUEN_1_Lignes_Aeriennes_AluminiumAcier Repairs Repairs Lignes Aériennes,Repairs Repairs Lignes Aériennes
ImposedAction 2023-03-15 Group LILLE_P61_L62BREST_HT_Electre_Controles_Commande_Local_Tranche_Analogique Repairs Repairs Contrôles Commande Local,Repairs Repairs Contrôles Commande Local
ImposedAction 2023-03-22 Group BRESTL71PARIS_5_Lignes_Aeriennes_AluminiumAcier Replacement Renewal Lignes Aériennes,Replacement Renewal Lignes Aériennes
ImposedAction 2023-04-12 Group BRESTL72LILLE_4_85_Pylones_Acier Repairs Maintenance Pylônes,Repairs Maintenance Pylônes
ImposedAction 2023-04-26 Group BRESTL31LILLE_8_9_Pylones_Bois Repairs Maintenance Pylônes,Repairs Maintenance Pylônes
ImposedAction 2023-05-10 Group PARIS_P62_L61ROUEN_HT_Daphnee_Controles_Commande_Local_Tranche_Analogique Replacement Replacement Contrôles Commande Local,Replacement Replacement Contrôles Commande Local
ImposedAction 2023-05-17 Group PARISL61ROUEN_7_Lignes_Aeriennes_AluminiumAcier Replacement Renewal Lignes Aériennes,Replacement Renewal Lignes Aériennes
ImposedAction 2023-06-07 Group BRESTL61LILLE_5_36_Pylones_Beton Replacement Renewal Pylônes,Replacement Renewal Pylônes
ImposedAction 2023-06-07 Group PARISL61ROUEN_9_170_Pylones_Bois Repairs Maintenance Pylônes,Repairs Maintenance Pylônes
ImposedAction 2023-06-21 Group PARIS_P72_Y761_HT_S_SR_16200_Rep_A1_Sectionneurs_SA_60 Repairs Repairs Sectionneurs,Repairs Repairs Sectionneurs
ImposedAction 2023-07-05 Group BRESTL31LILLE_5_Lignes_Aeriennes_Homogene Replacement Replacement Lignes Aériennes,Replacement Replacement Lignes Aériennes
ImposedAction 2023-07-05 Group PARIS_P31_BO31_HT_SansType_Controles_Commande_Local_FondPoste_Analogique Replacement Replacement Contrôles Commande Local,Replacement Replacement Contrôles Commande Local
ImposedAction 2023-07-26 Group BREST_P31_Y631_HT_S_5361_Rep_LT_Sectionneurs_SA_50 Repairs Repairs Sectionneurs,Repairs Repairs Sectionneurs
ImposedAction 2023-08-02 Group NANCY_P72_L71LILLE_HT_Daphnee_Controles_Commande_Local_Tranche_Analogique Replacement Renewal Contrôles Commande Local,Replacement Renewal Contrôles Commande Local
ImposedAction 2023-09-06 Group BRESTL71PARIS_1_Lignes_Souterraines_Oleostatique Repairs Maintenance Lignes Souterraines,Repairs Maintenance Lignes Souterraines
ImposedAction 2023-09-13 Group BREST_P61_Y761_HT_TT_VTS72_33_70P1_Transformateurs_de_Mesure_TDM_50 Repairs Maintenance Transformateurs de Mesure,Repairs Maintenance Transformateurs de Mesure
ImposedAction 2023-09-20 Group BRESTL61LILLE_5_Lignes_Souterraines_Oleostatique Replacement Replacement Lignes Souterraines,Replacement Replacement Lignes Souterraines
ImposedAction 2023-10-25 Group BRESTL32LILLE_8_29_Pylones_Bois Repairs Repairs Pylônes,Repairs Repairs Pylônes
ImposedAction 2023-11-01 Group BRESTL71PARIS_6_Lignes_Souterraines_Oleostatique Repairs Maintenance Lignes Souterraines,Repairs Maintenance Lignes Souterraines
ImposedAction 2023-11-15 Group ROUEN_P61_Y631_HT_Daphnee_Controles_Commande_Local_Tranche_Analogique Repairs Repairs Contrôles Commande Local,Repairs Repairs Contrôles Commande Local
ImposedAction 2023-11-29 Group BRESTL62LILLE_1_51_Pylones_Beton Replacement Renewal Pylônes,Replacement Renewal Pylônes
ImposedAction 2023-12-06 Group LILLE_P31_BC31_HT_DJ_OP63_Disjoncteurs_DJ_50 Replacement Renewal Disjoncteurs,Replacement Renewal Disjoncteurs
ImposedAction 2024-01-18 Group LILLE_P71_L71BREST_HT_S_5930_Rep_A1_Sectionneurs_SA_40 Replacement Replacement Sectionneurs,Replacement Replacement Sectionneurs
ImposedAction 2024-01-18 Group LILLE_P71_L71NANCY_HT_TCT_CPTF_245_4_Transformateurs_de_Mesure_TDM_35 Replacement Renewal Transformateurs de Mesure,Replacement Renewal Transformateurs de Mesure
ImposedAction 2024-02-08 Group PARIS_P61_L61ROUEN_HT_DJ_HPGE_9_12E_Disjoncteurs_DJ_40 Replacement Renewal Disjoncteurs,Replacement Renewal Disjoncteurs
ImposedAction 2024-02-08 Group ROUEN_P61_L61PARIS_HT_S_SPE_72_2_Rep_LT_Sectionneurs_SA_45 Replacement Renewal Sectionneurs,Replacement Renewal Sectionneurs
ImposedAction 2024-03-14 Group NANCYL61ROUEN_7_Lignes_Aeriennes_AlmelecAcier Replacement Renewal Lignes Aériennes,Replacement Renewal Lignes Aériennes
ImposedAction 2024-03-21 Group BRESTL71LILLE_5_66_Pylones_Acier Repairs Repairs Pylônes,Repairs Repairs Pylônes
ImposedAction 2024-03-28 Group PARISL71ROUEN_10_Lignes_Aeriennes_AluminiumAcier Replacement Renewal Lignes Aériennes,Replacement Renewal Lignes Aériennes
ImposedAction 2024-04-04 Group PARISL71ROUEN_4_Lignes_Souterraines_Oleostatique Repairs Maintenance Lignes Souterraines,Repairs Maintenance Lignes Souterraines
ImposedAction 2024-04-25 Group LILLEL61NANCY_4_Lignes_Souterraines_HuileFluide Repairs Repairs Lignes Souterraines,Repairs Repairs Lignes Souterraines
ImposedAction 2024-05-09 Group BRESTL71PARIS_7_Lignes_Aeriennes_AluminiumAcier Replacement Replacement Lignes Aériennes,Replacement Replacement Lignes Aériennes
ImposedAction 2024-05-30 Group LILLEL71NANCY_5_Lignes_Souterraines_HuileFluide Repairs Repairs Lignes Souterraines,Repairs Repairs Lignes Souterraines
ImposedAction 2024-05-30 Group PARIS_P32_L31BREST_HT_S_SPE_72_2_Rep_LT_Sectionneurs_SA_45 Repairs Repairs Sectionneurs,Repairs Repairs Sectionneurs
ImposedAction 2024-07-04 Group BRESTL72LILLE_8_89_Pylones_Acier Replacement Replacement Pylônes,Replacement Replacement Pylônes
ImposedAction 2024-07-11 Group NANCYL61ROUEN_8_139_Pylones_Acier Repairs Repairs Pylônes,Repairs Repairs Pylônes
ImposedAction 2024-08-08 Group NANCY_P62_L61LILLE_HT_Electre_Controles_Commande_Local_Tranche_Analogique Replacement Renewal Contrôles Commande Local,Replacement Renewal Contrôles Commande Local
ImposedAction 2024-08-15 Group BRESTL31LILLE_9_Lignes_Aeriennes_Homogene Repairs Maintenance Lignes Aériennes,Repairs Maintenance Lignes Aériennes
ImposedAction 2024-09-05 Group BREST_P61_BC61_HT_S_SR_16200_Rep_A1_Sectionneurs_SA_60 Replacement Replacement Sectionneurs,Replacement Replacement Sectionneurs
ImposedAction 2024-09-26 Group LILLEL71NANCY_2_113_Pylones_Acier Repairs Repairs Pylônes,Repairs Repairs Pylônes
ImposedAction 2024-10-17 Group BRESTL71PARIS_2_73_Pylones_Acier Replacement Replacement Pylônes,Replacement Replacement Pylônes
ImposedAction 2024-10-17 Group NANCY_P31_L31LILLE_HT_DJ_OP63_Disjoncteurs_DJ_50 Repairs Maintenance Disjoncteurs,Repairs Maintenance Disjoncteurs
ImposedAction 2024-10-24 Group BRESTL62LILLE_4_Lignes_Aeriennes_Homogene Replacement Renewal Lignes Aériennes,Replacement Renewal Lignes Aériennes
ImposedAction 2024-11-14 Group PARISL61ROUEN_8_Lignes_Aeriennes_AluminiumAcier Repairs Repairs Lignes Aériennes,Repairs Repairs Lignes Aériennes
ImposedAction 2024-12-05 Group PARISL31ROUEN_5_Lignes_Aeriennes_AluminiumAcier Replacement Renewal Lignes Aériennes,Replacement Renewal Lignes Aériennes
ImposedAction 2024-12-12 Group LILLEL61NANCY_8_Lignes_Aeriennes_AlmelecAcier Repairs Repairs Lignes Aériennes,Repairs Repairs Lignes Aériennes
ImposedAction 2024-12-19 Group BRESTL61PARIS_10_42_Pylones_Bois Repairs Repairs Pylônes,Repairs Repairs Pylônes
ImposedAction 2025-01-04 Group NANCY_P31_L31ROUEN_HT_DJ_HPGE_9_12E_Disjoncteurs_DJ_40 Deactivation Deactivation Disjoncteurs,Deactivation Deactivation Disjoncteurs
ImposedAction 2025-01-04 Group NANCY_P31_L31ROUEN_HT_Electre_Controles_Commande_Local_Tranche_Analogique Deactivation Deactivation Contrôles Commande Local,Deactivation Deactivation Contrôles Commande Local
ImposedAction 2025-01-04 Group NANCY_P31_L31ROUEN_HT_S_5361_Rep_LT_Sectionneurs_SA_50 Deactivation Deactivation Sectionneurs,Deactivation Deactivation Sectionneurs
ImposedAction 2025-01-04 Group NANCY_P31_L31ROUEN_HT_TCT_CPTF_245_4_Transformateurs_de_Mesure_TDM_35 Deactivation Deactivation Transformateurs de Mesure,Deactivation Deactivation Transformateurs de Mesure
ImposedAction 2025-01-04 Group NANCY_P32_L31ROUEN_HT_Daphnee_Controles_Commande_Local_Tranche_Analogique Deactivation Deactivation Contrôles Commande Local,Deactivation Deactivation Contrôles Commande Local
ImposedAction 2025-01-04 Group NANCY_P32_L31ROUEN_HT_S_5361_Rep_LT_Sectionneurs_SA_50 Deactivation Deactivation Sectionneurs,Deactivation Deactivation Sectionneurs
ImposedAction 2025-01-04 Group NANCY_P32_L31ROUEN_HT_TCT_CPTF_245_4_Transformateurs_de_Mesure_TDM_35 Deactivation Deactivation Transformateurs de Mesure,Deactivation Deactivation Transformateurs de Mesure
ImposedAction 2025-01-04 Group NANCY_P61_BC61_HT_DJ_OP63_Disjoncteurs_DJ_50 Activation Activation Disjoncteurs,Activation Activation Disjoncteurs
ImposedAction 2025-01-04 Group NANCY_P61_BC61_HT_S_SR_16200_Rep_A1_Sectionneurs_SA_60 Activation Activation Sectionneurs,Activation Activation Sectionneurs
ImposedAction 2025-01-04 Group NANCY_P61_BC61_HT_SansType_Controles_Commande_Local_Tranche_Analogique Activation Activation Contrôles Commande Local,Activation Activation Contrôles Commande Local
ImposedAction 2025-01-04 Group NANCY_P61_BC61_HT_TC_GIF72_5_58_J_2_1_Transformateurs_de_Mesure_TDM<=30 Activation Activation Transformateurs de Mesure,Activation Activation Transformateurs de Mesure
ImposedAction 2025-01-04 Group NANCY_P62_BC61_HT_S_SR_16200_Rep_A1_Sectionneurs_SA_60 Activation Activation Sectionneurs,Activation Activation Sectionneurs
ImposedAction 2025-01-04 Group NANCY_P62_L61LILLE_HT_S_5361_Rep_LT_Sectionneurs_SA_50_2 Activation Activation Sectionneurs,Activation Activation Sectionneurs
ImposedAction 2025-01-04 Group NANCY_P62_L61REIMS_HT_S_5361_Rep_LT_Sectionneurs_SA_50 Activation Activation Sectionneurs,Activation Activation Sectionneurs
ImposedAction 2025-01-04 Group NANCY_P62_L61ROUEN_HT_S_5361_Rep_LT_Sectionneurs_SA_50_2 Activation Activation Sectionneurs,Activation Activation Sectionneurs
ImposedAction 2025-01-04 Group NANCY_P62_Y631_HT_S_SPE_72_2_Rep_LT_Sectionneurs_SA_45_2 Activation Activation Sectionneurs,Activation Activation Sectionneurs
ImposedAction 2025-01-04 Group NANCY_P62_Y761_HT_S_SPE_72_2_Rep_LT_Sectionneurs_SA_45_2 Activation Activation Sectionneurs,Activation Activation Sectionneurs
ImposedAction 2025-01-04 Group NANCYL31ROUEN_10_122_Pylones_Acier Deactivation Deactivation Pylônes,Deactivation Deactivation Pylônes
ImposedAction 2025-01-04 Group NANCYL31ROUEN_10_Lignes_Aeriennes_AlmelecAcier Deactivation Deactivation Lignes Aériennes,Deactivation Deactivation Lignes Aériennes
ImposedAction 2025-01-04 Group NANCYL31ROUEN_10_Lignes_Souterraines_Synthetique Deactivation Deactivation Lignes Souterraines,Deactivation Deactivation Lignes Souterraines
ImposedAction 2025-01-04 Group NANCYL31ROUEN_1_121_Pylones_Acier Deactivation Deactivation Pylônes,Deactivation Deactivation Pylônes
ImposedAction 2025-01-04 Group NANCYL31ROUEN_1_Lignes_Aeriennes_AlmelecAcier Deactivation Deactivation Lignes Aériennes,Deactivation Deactivation Lignes Aériennes
ImposedAction 2025-01-04 Group NANCYL31ROUEN_1_Lignes_Souterraines_Synthetique Deactivation Deactivation Lignes Souterraines,Deactivation Deactivation Lignes Souterraines
ImposedAction 2025-01-04 Group NANCYL31ROUEN_2_123_Pylones_Acier Deactivation Deactivation Pylônes,Deactivation Deactivation Pylônes
ImposedAction 2025-01-04 Group NANCYL31ROUEN_2_Lignes_Aeriennes_AlmelecAcier Deactivation Deactivation Lignes Aériennes,Deactivation Deactivation Lignes Aériennes
ImposedAction 2025-01-04 Group NANCYL31ROUEN_2_Lignes_Souterraines_Synthetique Deactivation Deactivation Lignes Souterraines,Deactivation Deactivation Lignes Souterraines
ImposedAction 2025-01-04 Group NANCYL31ROUEN_3_124_Pylones_Acier Deactivation Deactivation Pylônes,Deactivation Deactivation Pylônes
ImposedAction 2025-01-04 Group NANCYL31ROUEN_3_Lignes_Aeriennes_AlmelecAcier Deactivation Deactivation Lignes Aériennes,Deactivation Deactivation Lignes Aériennes
ImposedAction 2025-01-04 Group NANCYL31ROUEN_3_Lignes_Souterraines_Synthetique Deactivation Deactivation Lignes Souterraines,Deactivation Deactivation Lignes Souterraines
ImposedAction 2025-01-04 Group NANCYL31ROUEN_4_125_Pylones_Acier Deactivation Deactivation Pylônes,Deactivation Deactivation Pylônes
ImposedAction 2025-01-04 Group NANCYL31ROUEN_4_Lignes_Aeriennes_AlmelecAcier Deactivation Deactivation Lignes Aériennes,Deactivation Deactivation Lignes Aériennes
ImposedAction 2025-01-04 Group NANCYL31ROUEN_4_Lignes_Souterraines_Synthetique Deactivation Deactivation Lignes Souterraines,Deactivation Deactivation Lignes Souterraines
ImposedAction 2025-01-04 Group NANCYL31ROUEN_5_126_Pylones_Acier Deactivation Deactivation Pylônes,Deactivation Deactivation Pylônes
ImposedAction 2025-01-04 Group NANCYL31ROUEN_5_Lignes_Aeriennes_AlmelecAcier Deactivation Deactivation Lignes Aériennes,Deactivation Deactivation Lignes Aériennes
ImposedAction 2025-01-04 Group NANCYL31ROUEN_5_Lignes_Souterraines_Synthetique Deactivation Deactivation Lignes Souterraines,Deactivation Deactivation Lignes Souterraines
ImposedAction 2025-01-04 Group NANCYL31ROUEN_6_127_Pylones_Acier Deactivation Deactivation Pylônes,Deactivation Deactivation Pylônes
ImposedAction 2025-01-04 Group NANCYL31ROUEN_6_Lignes_Aeriennes_AlmelecAcier Deactivation Deactivation Lignes Aériennes,Deactivation Deactivation Lignes Aériennes
ImposedAction 2025-01-04 Group NANCYL31ROUEN_6_Lignes_Souterraines_Synthetique Deactivation Deactivation Lignes Souterraines,Deactivation Deactivation Lignes Souterraines
ImposedAction 2025-01-04 Group NANCYL31ROUEN_7_128_Pylones_Acier Deactivation Deactivation Pylônes,Deactivation Deactivation Pylônes
ImposedAction 2025-01-04 Group NANCYL31ROUEN_7_Lignes_Aeriennes_AlmelecAcier Deactivation Deactivation Lignes Aériennes,Deactivation Deactivation Lignes Aériennes
ImposedAction 2025-01-04 Group NANCYL31ROUEN_7_Lignes_Souterraines_Synthetique Deactivation Deactivation Lignes Souterraines,Deactivation Deactivation Lignes Souterraines
ImposedAction 2025-01-04 Group NANCYL31ROUEN_8_129_Pylones_Acier Deactivation Deactivation Pylônes,Deactivation Deactivation Pylônes
ImposedAction 2025-01-04 Group NANCYL31ROUEN_8_Lignes_Aeriennes_AlmelecAcier Deactivation Deactivation Lignes Aériennes,Deactivation Deactivation Lignes Aériennes
ImposedAction 2025-01-04 Group NANCYL31ROUEN_8_Lignes_Souterraines_Synthetique Deactivation Deactivation Lignes Souterraines,Deactivation Deactivation Lignes Souterraines
ImposedAction 2025-01-04 Group NANCYL31ROUEN_9_130_Pylones_Acier Deactivation Deactivation Pylônes,Deactivation Deactivation Pylônes
ImposedAction 2025-01-04 Group NANCYL31ROUEN_9_Lignes_Aeriennes_AlmelecAcier Deactivation Deactivation Lignes Aériennes,Deactivation Deactivation Lignes Aériennes
ImposedAction 2025-01-04 Group NANCYL31ROUEN_9_Lignes_Souterraines_Synthetique Deactivation Deactivation Lignes Souterraines,Deactivation Deactivation Lignes Souterraines
ImposedAction 2025-01-04 Group NANCYL71ROUEN_2_143_Pylones_Acier Repairs Repairs Pylônes,Repairs Repairs Pylônes
ImposedAction 2025-01-04 Group ROUEN_P31_L31NANCY_HT_DJ_HPGE_9_12E_Disjoncteurs_DJ_40 Deactivation Deactivation Disjoncteurs,Deactivation Deactivation Disjoncteurs
ImposedAction 2025-01-04 Group ROUEN_P31_L31NANCY_HT_Electre_Controles_Commande_Local_Tranche_Analogique Deactivation Deactivation Contrôles Commande Local,Deactivation Deactivation Contrôles Commande Local
ImposedAction 2025-01-04 Group ROUEN_P31_L31NANCY_HT_S_5361_Rep_LT_Sectionneurs_SA_50 Deactivation Deactivation Sectionneurs,Deactivation Deactivation Sectionneurs
ImposedAction 2025-01-04 Group ROUEN_P31_L31NANCY_HT_TCT_CPTF_245_4_Transformateurs_de_Mesure_TDM_35 Deactivation Deactivation Transformateurs de Mesure,Deactivation Deactivation Transformateurs de Mesure
ImposedAction 2025-01-11 Group BRESTL61PARIS_7_Lignes_Souterraines_PapierImpregne Repairs Maintenance Lignes Souterraines,Repairs Maintenance Lignes Souterraines
ImposedAction 2025-01-18 Group BREST_P61_Y761_HT_S_5361_Rep_LT_Sectionneurs_SA_50 Replacement Renewal Sectionneurs,Replacement Renewal Sectionneurs
ImposedAction 2025-02-22 Group BRESTL61LILLE_7_Lignes_Aeriennes_Homogene Replacement Renewal Lignes Aériennes,Replacement Renewal Lignes Aériennes
ImposedAction 2025-03-08 Group LILLEL31NANCY_4_95_Pylones_Acier Replacement Renewal Pylônes,Replacement Renewal Pylônes
ImposedAction 2025-03-29 Group LILLE_P71_Y761_HT_S_5930_Rep_A1_Sectionneurs_SA_40 Replacement Renewal Sectionneurs,Replacement Renewal Sectionneurs
ImposedAction 2025-04-05 Group BREST_P61_L62LILLE_HT_DJ_FXT_72_Disjoncteurs_DJ_35 Repairs Repairs Disjoncteurs,Repairs Repairs Disjoncteurs
ImposedAction 2025-05-03 Group BRESTL71PARIS_6_77_Pylones_Acier Replacement Renewal Pylônes,Replacement Renewal Pylônes
ImposedAction 2025-05-24 Group BREST_P31_BC31_HT_DJ_OP63_Disjoncteurs_DJ_50 Repairs Maintenance Disjoncteurs,Repairs Maintenance Disjoncteurs
ImposedAction 2025-07-19 Group BRESTL72LILLE_5_Lignes_Aeriennes_Homogene Replacement Renewal Lignes Aériennes,Replacement Renewal Lignes Aériennes
ImposedAction 2025-08-30 Group BRESTL62LILLE_4_Lignes_Souterraines_Oleostatique Repairs Repairs Lignes Souterraines,Repairs Repairs Lignes Souterraines
ImposedAction 2025-08-30 Group LILLE_P72_L72BREST_HT_TC_GIF72_5_58_J_2_1_Transformateurs_de_Mesure_TDM<=30 Repairs Maintenance Transformateurs de Mesure,Repairs Maintenance Transformateurs de Mesure
ImposedAction 2025-09-20 Group PARISL31ROUEN_6_Lignes_Souterraines_PapierImpregne Repairs Maintenance Lignes Souterraines,Repairs Maintenance Lignes Souterraines
